Id,Année,Campagne,Date,Période BACI,Saison,Site,Client,Utilise analyse,,,,,,,,,
KNS_KONIAMBO_05_2012_IRD37_Q03,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_IRD37_Q04,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_IRD37_Q05,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_IRD37_T01,2012,S_2012,17/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_IRD37_T03,2012,S_2012,17/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_IRD37_T05,2012,S_2012,17/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_IRD37_T07,2012,S_2012,17/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_IRD37_T09,2012,S_2012,17/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_IRD57_Q01,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_IRD57_Q02,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_IRD57_Q03,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_IRD57_Q04,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_IRD57_Q05,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_IRD57_T01,2012,S_2012,16/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_IRD57_T03,2012,S_2012,16/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_IRD57_T05,2012,S_2012,16/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_IRD57_T07,2012,S_2012,16/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_IRD57_T09,2012,S_2012,16/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_KNS04_Q01,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_KNS04_Q02,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_KNS04_Q03,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_KNS04_Q04,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_KNS04_Q05,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_KNS04_T01,2012,S_2012,18/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_KNS04_T03,2012,S_2012,18/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_KNS04_T05,2012,S_2012,18/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_KNS04_T07,2012,S_2012,18/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_KNS04_T09,2012,S_2012,18/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_KNS05_Q01,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_KNS05_Q02,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_KNS05_Q03,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_KNS05_Q04,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_KNS05_Q05,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_KNS05_T01,2012,S_2012,7/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_KNS05_T03,2012,S_2012,7/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_KNS05_T05,2012,S_2012,7/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_KNS05_T07,2012,S_2012,7/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_KNS05_T09,2012,S_2012,7/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_KNS06_Q01,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_KNS06_Q02,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_KNS06_Q03,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_KNS06_Q04,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_KNS06_Q05,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_KNS06_T01,2012,S_2012,14/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_KNS06_T03,2012,S_2012,14/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_KNS06_T05,2012,S_2012,14/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_KNS06_T07,2012,S_2012,14/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_KNS06_T09,2012,S_2012,14/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_KO4_Q01,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_KO4_Q02,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_KO4_Q03,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_KO4_Q04,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_KO4_Q05,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_KO4_T01,2012,S_2012,16/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_KO4_T03,2012,S_2012,16/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_KO4_T05,2012,S_2012,16/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_KO4_T07,2012,S_2012,16/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_KO4_T09,2012,S_2012,16/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_LG1B_T01,2012,S_2012,18/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_LG1B_T03,2012,S_2012,18/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_LG1B_T05,2012,S_2012,18/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_LG1B_T07,2012,S_2012,18/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_LG1B_T09,2012,S_2012,18/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_LG2B_Q01,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_LG2B_Q02,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_LG2B_Q03,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_LG2B_Q04,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_LG2B_Q05,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_LG2B_T01,2012,S_2012,9/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_LG2B_T03,2012,S_2012,9/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_LG2B_T05,2012,S_2012,9/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_LG2B_T07,2012,S_2012,9/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_LG2B_T09,2012,S_2012,9/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_LG5B_Q01,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_LG5B_Q02,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_LG5B_Q03,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_LG5B_Q04,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_LG5B_Q05,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_LG5B_T01,2012,S_2012,11/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_LG5B_T03,2012,S_2012,11/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_LG5B_T05,2012,S_2012,11/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_LG5B_T07,2012,S_2012,11/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_LG5B_T09,2012,S_2012,11/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_LG6B_Q01,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_LG6B_Q02,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_LG6B_Q03,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_LG6B_Q04,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_LG6B_Q05,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_LG6B_T01,2012,S_2012,17/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_LG6B_T03,2012,S_2012,17/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_LG6B_T05,2012,S_2012,17/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_LG6B_T07,2012,S_2012,17/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_LG6B_T09,2012,S_2012,17/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_LG7B_Q01,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_LG7B_Q02,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_LG7B_Q03,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_LG7B_Q04,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_LG7B_Q05,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_LG7B_T01,2012,S_2012,17/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_LG7B_T03,2012,S_2012,17/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_LG7B_T05,2012,S_2012,17/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_LG7B_T07,2012,S_2012,17/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_LG7B_T09,2012,S_2012,17/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OBRK3_Q01,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OBRK3_Q02,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OBRK3_Q03,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OBRK3_Q04,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OBRK3_Q05,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OBRK3_T01,2012,S_2012,22/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OBRK3_T03,2012,S_2012,22/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OBRK3_T05,2012,S_2012,22/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OBRK3_T07,2012,S_2012,22/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OBRK3_T09,2012,S_2012,22/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OBRK5A_Q01,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OBRK5A_Q02,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OBRK5A_Q03,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OBRK5A_Q04,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OBRK5A_Q05,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OBRK5A_T01,2012,S_2012,23/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OBRK5A_T03,2012,S_2012,23/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OBRK5A_T05,2012,S_2012,23/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OBRK5A_T07,2012,S_2012,23/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OBRK5A_T09,2012,S_2012,23/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OF1C_Q01,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OF1C_Q02,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OF1C_Q03,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OF1C_Q04,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OF1C_Q05,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OF1C_T01,2012,S_2012,7/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OF1C_T03,2012,S_2012,7/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OF1C_T05,2012,S_2012,7/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OF1C_T07,2012,S_2012,7/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OF1C_T09,2012,S_2012,7/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OF2C_Q01,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_OF2C_Q02,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_OF2C_Q03,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_OF2C_Q04,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_OF2C_Q05,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_OF2C_T01,2012,S_2012,8/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_OF2C_T03,2012,S_2012,8/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_OF2C_T05,2012,S_2012,8/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_OF2C_T07,2012,S_2012,8/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_OF2C_T09,2012,S_2012,8/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_OF3C_Q01,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OF3C_Q02,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OF3C_Q03,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OF3C_Q04,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OF3C_Q05,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OF3C_T01,2012,S_2012,8/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OF3C_T03,2012,S_2012,8/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OF3C_T05,2012,S_2012,8/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OF3C_T07,2012,S_2012,8/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OF3C_T09,2012,S_2012,8/05/2012,,Chaude,KONIAMBO,KNS,Non,,,,,,,,,
KNS_KONIAMBO_05_2012_OF4C_Q01,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_OF4C_Q02,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_OF4C_Q03,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_OF4C_Q04,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_OF4C_Q05,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_OF4C_T01,2012,S_2012,14/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_OF4C_T03,2012,S_2012,14/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_OF4C_T05,2012,S_2012,14/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_OF4C_T07,2012,S_2012,14/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_OF4C_T09,2012,S_2012,14/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PD4B_Q01,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PD4B_Q02,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PD4B_Q03,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PD4B_Q04,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PD4B_Q05,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PD4B_T01,2012,S_2012,21/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PD4B_T03,2012,S_2012,21/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PD4B_T05,2012,S_2012,21/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PD4B_T07,2012,S_2012,21/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PD4B_T09,2012,S_2012,21/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PD5B_Q01,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PD5B_Q02,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PD5B_Q03,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PD5B_Q04,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PD5B_Q05,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PD5B_T01,2012,S_2012,21/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PD5B_T03,2012,S_2012,21/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PD5B_T05,2012,S_2012,21/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PD5B_T07,2012,S_2012,21/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PD5B_T09,2012,S_2012,21/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PI2_Q01,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PI2_Q02,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PI2_Q03,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PI2_Q04,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PI2_Q05,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PI2_T01,2012,S_2012,22/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PI2_T03,2012,S_2012,22/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PI2_T05,2012,S_2012,22/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PI2_T07,2012,S_2012,22/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PI2_T09,2012,S_2012,22/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PK4_Q01,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PK4_Q02,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PK4_Q03,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PK4_Q04,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PK4_Q05,2012,S_2012,DDD,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PK4_T01,2012,S_2012,15/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
KNS_KONIAMBO_05_2012_PK4_T03,2012,S_2012,15/05/2012,,Chaude,KONIAMBO,KNS,Oui,,,,,,,,,
